Country,Year,Phase,Fatalities,Cause
Vietnam,1975,Flight,26,Terrorism
United States of America,1975,Landing,0,Human factor
Laos,1975,Flight,0,Other
Lithuania,1975,Flight,1,Human factor
Ethiopia,1975,Landing,1,Terrorism
Cambodia,1975,Takeoff,4,Other
Argentina,1975,Landing,52,Human factor
Brazil,1975,Flight,3,Technical failure
Bulgaria,1975,Flight,1,Other
Russia,1975,Takeoff,13,Human factor
Peru,1975,,0,Other
Russia,1975,Takeoff,10,Other
Sudan,1975,Flight,5,Other
Turkmenistan,1975,Landing,2,Human factor
Italy,1975,Flight,3,Weather
United States of America,1975,Flight,16,Human factor
World,1975,Flight,0,Technical failure
Bolivia,1975,Landing,0,Other
Cambodia,1975,Flight,0,Other
United States of America,1975,Landing,0,Human factor
United States of America,1975,Takeoff,0,Human factor
Zambia,1975,,0,Other
Colombia,1975,Flight,0,Other
Philippines,1975,Landing,0,Technical failure
Russia,1975,Takeoff,0,Human factor
Mexico,1975,Takeoff,2,Human factor
Nepal,1975,Takeoff,5,Human factor
United States of America,1975,Landing,0,Human factor
Colombia,1975,Flight,0,Other
United States of America,1975,Flight,1,Technical failure
Mexico,1975,Flight,2,Human factor
Russia,1975,Takeoff,1,Human factor
Vietnam,1975,Landing,155,Technical failure
Vietnam,1975,Landing,0,Other
Italy,1975,Takeoff,0,Technical failure
Cambodia,1975,Takeoff,3,Terrorism
United States of America,1975,,0,Other
United States of America,1975,Landing,2,Human factor
Bulgaria,1975,Flight,0,Other
Russia,1975,Takeoff,13,Human factor
Thailand,1975,Flight,4,Other
United States of America,1975,Landing,1,Human factor
Canada,1975,Takeoff,0,Technical failure
Poland,1975,Flight,0,Other
United Kingdom,1975,Takeoff,0,Other
Liberia,1975,Takeoff,0,Technical failure
United States of America,1975,Landing,0,Human factor
Bolivia,1975,Landing,4,Human factor
Ukraine,1975,Landing,0,Human factor
United States of America,1975,Takeoff,6,Human factor
United States of America,1975,Takeoff,5,Technical failure
India,1975,Flight,0,Other
Iran,1975,Flight,6,Other
United States of America,1975,Landing,0,Human factor
Russia,1975,Flight,2,Other
Liberia,1975,Landing,6,Other
Thailand,1975,Landing,0,Other
United States of America,1975,Landing,0,Human factor
Russia,1975,Flight,0,Human factor
Mexico,1975,Landing,0,Other
Colombia,1975,Flight,4,Other
Italy,1975,Flight,1,Other
Nigeria,1975,Takeoff,3,Other
Australia,1975,Flight,2,Technical failure
Philippines,1975,Takeoff,0,Technical failure
United States of America,1975,Takeoff,6,Technical failure
Argentina,1975,Landing,0,Other
United States of America,1975,Flight,3,Human factor
United States of America,1975,Takeoff,0,Technical failure
United States of America,1975,Takeoff,1,Human factor
Russia,1975,Flight,0,Technical failure
Georgia,1975,Takeoff,0,Weather
India,1975,,0,Other
United States of America,1975,Takeoff,1,Technical failure
United States of America,1975,Takeoff,1,Other
United States of America,1975,Flight,1,Technical failure
New Zealand,1975,,0,Other
United States of America,1975,Flight,1,Human factor
Japan,1975,Landing,0,Technical failure
United States of America,1975,Takeoff,1,Technical failure
United States of America,1975,Landing,2,Human factor
United States of America,1975,Flight,2,Human factor
Martinique,1975,Landing,0,Technical failure
Bolivia,1975,Takeoff,0,Other
United States of America,1975,Flight,0,Technical failure
Bolivia,1975,Landing,0,Technical failure
India,1975,Taxiing,0,Technical failure
United States of America,1975,Landing,0,Technical failure
Colombia,1975,Flight,6,Other
United States of America,1975,Takeoff,0,Other
Canada,1975,Flight,0,Other
Russia,1975,Flight,2,Human factor
Kazakhstan,1975,Flight,3,Human factor
India,1975,Landing,0,Human factor
Brazil,1975,Landing,4,Human factor
Russia,1975,Flight,0,Human factor
Colombia,1975,Takeoff,0,Technical failure
United States of America,1975,Landing,113,Weather
Ecuador,1975,Flight,0,Terrorism
United States of America,1975,Landing,2,Human factor
Germany,1975,,0,Other
Kazakhstan,1975,Flight,0,Human factor
Colombia,1975,Landing,3,Human factor
United States of America,1975,Flight,1,Human factor
United States of America,1975,Takeoff,2,Human factor
France,1975,Takeoff,8,Technical failure
Canada,1975,Flight,1,Other
United States of America,1975,Takeoff,0,Human factor
Ivory Coast,1975,,0,Other
Colombia,1975,Takeoff,2,Human factor
Colombia,1975,Parking,0,Human factor
United States of America,1975,Landing,0,Weather
Georgia,1975,Landing,40,Human factor
United States of America,1975,Flight,0,Other
Slovakia,1975,Flight,1,Terrorism
Colombia,1975,Landing,0,Technical failure
Canada,1975,Takeoff,0,Human factor
Romania,1975,Flight,0,Other
United States of America,1975,Flight,2,Technical failure
Azerbaijan,1975,Flight,3,Other
Uzbekistan,1975,Flight,0,Human factor
Canada,1975,Flight,0,Technical failure
Colombia,1975,Flight,10,Human factor
United States of America,1975,Takeoff,0,Human factor
United States of America,1975,Flight,6,Technical failure
Germany,1975,Takeoff,3,Other
United States of America,1975,Flight,2,Human factor
United States of America,1975,Landing,0,Human factor
Taiwan,1975,Landing,27,Weather
Chile,1975,Flight,7,Human factor
United States of America,1975,Flight,0,Technical failure
Salvador,1975,Flight,21,Technical failure
Morocco,1975,Landing,188,Human factor
Turkey,1975,Flight,3,Other
Belize,1975,Landing,0,Technical failure
Moldova,1975,Flight,2,Human factor
United States of America,1975,Takeoff,0,Weather
Democratic Republic of Congo,1975,Flight,0,Technical failure
Canada,1975,Flight,4,Other
World,1975,Flight,3,Technical failure
Puerto Rico,1975,Landing,0,Technical failure
Panama,1975,Landing,0,Other
Russia,1975,Landing,11,Human factor
Canada,1975,Landing,0,Technical failure
France,1975,Landing,0,Other
Papua New Guinea,1975,Flight,0,Other
Turkmenistan,1975,Landing,23,Weather
Somalia,1975,Takeoff,0,Human factor
United States of America,1975,Takeoff,3,Technical failure
United States of America,1975,Landing,3,Human factor
Syria,1975,Landing,126,Human factor
Colombia,1975,Takeoff,0,Other
Poland,1975,Flight,0,Other
Poland,1975,Flight,0,Other
Tanzania,1975,Landing,0,Human factor
Argentina,1975,Takeoff,6,Terrorism
Papua New Guinea,1975,Flight,0,Other
Russia,1975,Flight,4,Human factor
Brazil,1975,Landing,5,Human factor
United States of America,1975,Landing,10,Human factor
Bolivia,1975,Landing,0,Technical failure
Russia,1975,Landing,0,Technical failure
Germany,1975,Landing,27,Human factor
Algeria,1975,,0,Other
United States of America,1975,Flight,3,Technical failure
United States of America,1975,Takeoff,0,Human factor
Guatemala,1975,Flight,1,Human factor
Canada,1975,Landing,0,Other
United States of America,1975,Takeoff,2,Other
Ethiopia,1975,Flight,1,Human factor
United States of America,1975,Flight,8,Human factor
United States of America,1975,Landing,4,Human factor
Brazil,1975,Flight,0,Technical failure
United States of America,1975,Landing,0,Technical failure
Spain,1975,Takeoff,0,Other
Puerto Rico,1975,Taxiing,0,Human factor
Russia,1975,Flight,6,Weather
Yemen,1975,Landing,0,Other
Singapore,1975,Landing,0,Human factor
Chile,1975,Flight,9,Other
Russia,1975,Flight,3,Human factor
Canada,1975,Flight,3,Other
Bulgaria,1975,Flight,2,Other
Macedonia,1975,Landing,0,Other
Macedonia,1975,Parking,0,Other
World,1975,Flight,1,Other
Indonesia,1975,Landing,26,Human factor
Canada,1975,Landing,3,Human factor
Canada,1975,Landing,0,Other
Portugal,1975,Landing,8,Technical failure
United States of America,1975,Takeoff,4,Other
United States of America,1975,Takeoff,6,Human factor
United States of America,1975,Flight,1,Human factor
Lebanon,1975,Landing,60,Other
Colombia,1975,Landing,4,Technical failure
Canada,1975,Takeoff,7,Other
United States of America,1975,Takeoff,1,Technical failure
Russia,1975,Takeoff,0,Technical failure
Indonesia,1975,Flight,0,Other
Canada,1975,Landing,0,Human factor
United States of America,1975,Flight,6,Human factor
Russia,1975,Takeoff,6,Technical failure
Argentina,1975,Flight,0,Other
United States of America,1975,Takeoff,9,Technical failure
Algeria,1975,Flight,9,Other
Ireland,1975,Landing,0,Other
United Kingdom,1975,Takeoff,1,Human factor
Russia,1975,Landing,11,Human factor
Australia,1975,Landing,11,Human factor
United States of America,1975,Flight,3,Weather
Bolivia,1975,Takeoff,67,Other
United States of America,1975,Flight,2,Human factor
United States of America,1975,Flight,2,Other
Czech Republic,1975,Landing,75,Human factor
Canada,1975,Flight,0,Technical failure
United States of America,1975,Takeoff,6,Technical failure
Ethiopia,1975,Landing,0,Other
United States of America,1975,Takeoff,0,Other
United States of America,1975,Landing,5,Technical failure
Russia,1975,Flight,0,Human factor
Argentina,1975,Landing,0,Human factor
Georgia,1975,Flight,38,Human factor
Guatemala,1975,Flight,15,Weather
Ukraine,1975,Landing,19,Human factor
United Kingdom,1975,Takeoff,6,Other
Bulgaria,1975,Takeoff,3,Human factor
Solomon Islands,1975,Flight,0,Other
Egypt,1975,Flight,20,Human factor
United States of America,1975,Landing,1,Weather
United States of America,1975,Landing,2,Human factor
Argentina,1975,,0,Other
Tonga,1975,,0,Other
Canada,1975,Landing,6,Other
United States of America,1975,Takeoff,4,Technical failure
United States of America,1975,Landing,0,Human factor
Russia,1975,Flight,0,Human factor
US Virgin Islands,1975,Landing,0,Technical failure
Uzbekistan,1975,Takeoff,0,Human factor
France,1975,Flight,0,Human factor
Libya,1975,Landing,0,Human factor
Australia,1975,Takeoff,0,Other
Iceland,1975,Landing,0,Technical failure
United States of America,1975,Flight,2,Other
Mexico,1975,Flight,5,Other
Philippines,1975,Flight,9,Other
Indonesia,1975,Flight,8,Human factor
Italy,1975,Landing,0,Human factor
United States of America,1975,Flight,1,Human factor
United States of America,1975,Landing,2,Technical failure
United States of America,1975,Flight,9,Human factor
United States of America,1975,Takeoff,4,Technical failure
United States of America,1975,Flight,1,Technical failure
Canada,1975,Landing,2,Human factor
Russia,1975,Landing,0,Human factor
Russia,1975,Landing,0,Human factor
Russia,1975,Landing,0,Human factor
Saudi Arabia,1976,Flight,82,Terrorism
Turkey,1976,Landing,0,Human factor
United States of America,1976,Landing,6,Human factor
Russia,1976,Takeoff,62,Technical failure
Tanzania,1976,,0,Other
Indonesia,1976,Landing,0,Human factor
Canada,1976,Takeoff,2,Other
Philippines,1976,,7,Other
United States of America,1976,Landing,0,Human factor
United States of America,1976,Takeoff,1,Human factor
Costa Rica,1976,Takeoff,3,Other
Russia,1976,Landing,0,Human factor
Brazil,1976,Flight,1,Technical failure
Colombia,1976,Flight,13,Human factor
United States of America,1976,Landing,1,Technical failure
Malaysia,1976,Landing,0,Technical failure
Bolivia,1976,Landing,7,Technical failure
Ecuador,1976,Flight,34,Weather
United States of America,1976,Flight,2,Technical failure
China,1976,Landing,40,Other
Brazil,1976,Takeoff,7,Other
France,1976,Takeoff,5,Other
Japan,1976,,0,Other
Indonesia,1976,Landing,0,Other
Kyrgyzstan,1976,Landing,6,Human factor
Bolivia,1976,Takeoff,0,Other
United States of America,1976,Takeoff,2,Human factor
Colombia,1976,Takeoff,4,Technical failure
Italy,1976,Takeoff,0,Other
Spain,1976,Landing,8,Human factor
United States of America,1976,Landing,3,Technical failure
United States of America,1976,Landing,3,Technical failure
Russia,1976,Takeoff,24,Human factor
World,1976,Flight,1,Technical failure
Oman,1976,,0,Other
Chad,1976,,0,Other
United States of America,1976,Flight,1,Human factor
Mexico,1976,Flight,0,Other
US Virgin Islands,1976,Flight,5,Technical failure
United States of America,1976,Landing,0,Human factor
Canada,1976,Landing,2,Other
Canada,1976,Landing,1,Human factor
Nicaragua,1976,Landing,0,Technical failure
United States of America,1976,Flight,0,Human factor
United States of America,1976,Landing,1,Weather
Romania,1976,Landing,6,Human factor
Bolivia,1976,Flight,19,Other
United States of America,1976,Landing,1,Human factor
Russia,1976,Flight,111,Technical failure
United States of America,1976,Flight,0,Technical failure
United States of America,1976,Takeoff,4,Human factor
Russia,1976,Landing,0,Human factor
United States of America,1976,Landing,0,Human factor
United States of America,1976,Takeoff,0,Human factor
Cuba,1976,Flight,5,Human factor
Cuba,1976,Landing,0,Human factor
United States of America,1976,Takeoff,0,Human factor
United States of America,1976,Flight,2,Human factor
Italy,1976,Landing,4,Human factor
Turkmenistan,1976,Flight,6,Human factor
United States of America,1976,Takeoff,4,Human factor
United States of America,1976,Takeoff,2,Human factor
Colombia,1976,Landing,5,Weather
United States of America,1976,Landing,1,Human factor
United States of America,1976,Landing,7,Human factor
United States of America,1976,Takeoff,2,Human factor
Romania,1976,Flight,2,Weather
United States of America,1976,Flight,0,Technical failure
Russia,1976,Flight,4,Human factor
Jamaica,1976,Flight,2,Technical failure
Puerto Rico,1976,Landing,0,Human factor
Argentina,1976,Landing,34,Technical failure
United States of America,1976,Flight,6,Weather
United States of America,1976,Flight,0,Technical failure
United States of America,1976,Flight,0,Human factor
Russia,1976,Takeoff,1,Human factor
Russia,1976,Flight,0,Human factor
Colombia,1976,Landing,0,Human factor
Venezuela,1976,,0,Other
United States of America,1976,Flight,0,Technical failure
United States of America,1976,Landing,2,Human factor
US Virgin Islands,1976,Landing,37,Human factor
United States of America,1976,Flight,0,Technical failure
United States of America,1976,Flight,5,Human factor
United Kingdom,1976,Landing,2,Human factor
Uganda,1976,Landing,0,Human factor
United States of America,1976,Landing,1,Human factor
Guatemala,1976,Landing,0,Human factor
Israel,1976,Flight,0,Technical failure
Zambia,1976,Takeoff,9,Technical failure
Philippines,1976,Flight,4,Other
Democratic Republic of Congo,1976,Takeoff,1,Other
South Africa,1976,Flight,2,Other
United States of America,1976,Landing,1,Human factor
United States of America,1976,Takeoff,2,Human factor
Spain,1976,Flight,17,Weather
France,1976,,0,Other
Canada,1976,Takeoff,0,Human factor
Mexico,1976,Flight,3,Human factor
United States of America,1976,Flight,0,Technical failure
Ukraine,1976,Flight,52,Technical failure
Kazakhstan,1976,Flight,3,Human factor
United States of America,1976,Landing,0,Technical failure
United States of America,1976,Takeoff,1,Human factor
Armenia,1976,Flight,0,Other
Belize,1976,Landing,0,Technical failure
Australia,1976,Landing,3,Human factor
Canada,1976,,0,Other
Bahamas,1976,Landing,0,Technical failure
Philippines,1976,Parking,13,Terrorism
Bulgaria,1976,Flight,2,Other
Russia,1976,Landing,0,Other
South Korea,1976,Flight,4,Other
Bahamas,1976,Landing,0,Human factor
United States of America,1976,Landing,7,Human factor
Eritrea,1976,Landing,0,Terrorism
Equatorial Guinea,1976,Landing,45,Human factor
Spain,1976,,0,Other
Guam Island,1976,Takeoff,46,Human factor
Malaysia,1976,Landing,11,Human factor
